NumeroReuniaoCopom,ReuniaoExtraordinaria,DataReuniaoCopom,Vies,UsoMetaSelic,DataInicioVigencia,DataFimVigencia,MetaSelic,TaxaTban,TaxaSelicEfetivaVigencia,TaxaSelicEfetivaAnualizada,descisaoMonocraticaPres
219.0,False,2018-12-12T02:00:00Z,n/a,False,2018-12-13T02:00:00Z,2019-02-06T02:00:00Z,6.5,,0.94,6.4,
218.0,False,2018-10-31T03:00:00Z,n/a,False,2018-11-01T03:00:00Z,2018-12-12T02:00:00Z,6.5,,0.69,6.4,
217.0,False,2018-09-19T03:00:00Z,n/a,False,2018-09-20T03:00:00Z,2018-10-31T03:00:00Z,6.5,,0.72,6.4,
216.0,False,2018-08-01T03:00:00Z,n/a,False,2018-08-02T03:00:00Z,2018-09-19T03:00:00Z,6.5,,0.84,6.4,
215.0,False,2018-06-20T03:00:00Z,n/a,False,2018-06-21T03:00:00Z,2018-08-01T03:00:00Z,6.5,,0.74,6.4,
214.0,False,2018-05-16T03:00:00Z,n/a,False,2018-05-17T03:00:00Z,2018-06-20T03:00:00Z,6.5,,0.59,6.4,
213.0,False,2018-03-21T03:00:00Z,n/a,False,2018-03-22T03:00:00Z,2018-05-16T03:00:00Z,6.5,,0.94,6.4,
212.0,False,2018-02-07T02:00:00Z,n/a,False,2018-02-08T02:00:00Z,2018-03-21T03:00:00Z,6.75,,0.72,6.65,
211.0,False,2017-12-06T02:00:00Z,sem viés,False,2017-12-07T02:00:00Z,2018-02-07T02:00:00Z,7.0,,1.15,6.9,
210.0,False,2017-10-25T02:00:00Z,sem viés,False,2017-10-26T02:00:00Z,2017-12-06T02:00:00Z,7.5,,0.8,7.4,
209.0,False,2017-09-06T03:00:00Z,sem viés,False,2017-09-08T03:00:00Z,2017-10-25T02:00:00Z,8.25,,1.03,8.15,
208.0,False,2017-07-26T03:00:00Z,sem viés,False,2017-07-27T03:00:00Z,2017-09-06T03:00:00Z,9.25,,1.05,9.15,
207.0,False,2017-05-31T03:00:00Z,sem viés,False,2017-06-01T03:00:00Z,2017-07-26T03:00:00Z,10.25,,1.51,10.15,
206.0,False,2017-04-12T03:00:00Z,sem viés,False,2017-04-13T03:00:00Z,2017-05-31T03:00:00Z,11.25,,1.35,11.15,
205.0,False,2017-02-22T03:00:00Z,sem viés,False,2017-02-23T03:00:00Z,2017-04-12T03:00:00Z,12.25,,1.51,12.15,
204.0,False,2017-01-11T02:00:00Z,sem viés,False,2017-01-12T02:00:00Z,2017-02-22T03:00:00Z,13.0,,1.45,12.9,
203.0,False,2016-11-30T02:00:00Z,sem viés,False,2016-12-01T02:00:00Z,2017-01-11T02:00:00Z,13.75,,1.53,13.65,
202.0,False,2016-10-19T02:00:00Z,sem viés,False,2016-10-20T02:00:00Z,2016-11-30T02:00:00Z,14.0,,1.46,13.9,
201.0,False,2016-08-31T03:00:00Z,sem viés,False,2016-09-01T03:00:00Z,2016-10-19T02:00:00Z,14.25,,1.75,14.15,
200.0,False,2016-07-20T03:00:00Z,sem viés,False,2016-07-21T03:00:00Z,2016-08-31T03:00:00Z,14.25,,1.59,14.15,
199.0,False,2016-06-08T03:00:00Z,sem viés,False,2016-06-09T03:00:00Z,2016-07-20T03:00:00Z,14.25,,1.59,14.15,
198.0,False,2016-04-27T03:00:00Z,sem viés,False,2016-04-28T03:00:00Z,2016-06-08T03:00:00Z,14.25,,1.53,14.15,
197.0,False,2016-03-02T03:00:00Z,sem viés,False,2016-03-03T03:00:00Z,2016-04-27T03:00:00Z,14.25,,2.02,14.15,
196.0,False,2016-01-20T02:00:00Z,sem viés,False,2016-01-21T02:00:00Z,2016-03-02T03:00:00Z,14.25,,1.48,14.15,
195.0,False,2015-11-25T02:00:00Z,sem viés,False,2015-11-26T02:00:00Z,2016-01-20T02:00:00Z,14.25,,2.02,14.15,
194.0,False,2015-10-21T02:00:00Z,sem viés,False,2015-10-22T02:00:00Z,2015-11-25T02:00:00Z,14.25,,1.27,14.15,
193.0,False,2015-09-02T03:00:00Z,sem viés,False,2015-09-03T03:00:00Z,2015-10-21T02:00:00Z,14.25,,1.75,14.15,
192.0,False,2015-07-29T03:00:00Z,sem viés,False,2015-07-30T03:00:00Z,2015-09-02T03:00:00Z,14.25,,1.32,14.15,
191.0,False,2015-06-03T03:00:00Z,sem viés,False,2015-06-04T03:00:00Z,2015-07-29T03:00:00Z,13.75,,2.0,13.65,
190.0,False,2015-04-29T03:00:00Z,sem viés,False,2015-04-30T03:00:00Z,2015-06-03T03:00:00Z,13.25,,1.18,13.15,
189.0,False,2015-03-04T03:00:00Z,sem viés,False,2015-03-05T03:00:00Z,2015-04-29T03:00:00Z,12.75,,1.81,12.65,
188.0,False,2015-01-21T02:00:00Z,sem viés,False,2015-01-22T02:00:00Z,2015-03-04T03:00:00Z,12.25,,1.28,12.15,
187.0,False,2014-12-03T02:00:00Z,sem viés,False,2014-12-04T02:00:00Z,2015-01-21T02:00:00Z,11.75,,1.45,11.65,
186.0,False,2014-10-29T02:00:00Z,sem viés,False,2014-10-30T02:00:00Z,2014-12-03T02:00:00Z,11.25,,1.05,11.15,
185.0,False,2014-09-03T03:00:00Z,sem viés,False,2014-09-04T03:00:00Z,2014-10-29T02:00:00Z,11.0,,1.66,10.9,
184.0,False,2014-07-16T03:00:00Z,sem viés,False,2014-07-17T03:00:00Z,2014-09-03T03:00:00Z,11.0,,1.45,10.9,
183.0,False,2014-05-28T03:00:00Z,sem viés,False,2014-05-29T03:00:00Z,2014-07-16T03:00:00Z,11.0,,1.41,10.9,
182.0,False,2014-04-02T03:00:00Z,sem viés,False,2014-04-03T03:00:00Z,2014-05-28T03:00:00Z,11.0,,1.53,10.9,
181.0,False,2014-02-26T03:00:00Z,sem viés,False,2014-02-27T03:00:00Z,2014-04-02T03:00:00Z,10.75,,0.93,10.65,
180.0,False,2014-01-15T02:00:00Z,sem viés,False,2014-01-16T02:00:00Z,2014-02-26T03:00:00Z,10.5,,1.18,10.4,
179.0,False,2013-11-27T02:00:00Z,sem viés,False,2013-11-28T02:00:00Z,2014-01-15T02:00:00Z,10.0,,1.24,9.9,
178.0,False,2013-10-09T03:00:00Z,sem viés,False,2013-10-10T03:00:00Z,2013-11-27T02:00:00Z,9.5,,1.22,9.4,
177.0,False,2013-08-28T03:00:00Z,sem viés,False,2013-08-29T03:00:00Z,2013-10-09T03:00:00Z,9.0,,1.02,8.9,
176.0,False,2013-07-10T03:00:00Z,sem viés,False,2013-07-11T03:00:00Z,2013-08-28T03:00:00Z,8.5,,1.13,8.4,
175.0,False,2013-05-29T03:00:00Z,sem viés,False,2013-05-30T03:00:00Z,2013-07-10T03:00:00Z,8.0,,0.88,7.9,
174.0,False,2013-04-17T03:00:00Z,sem viés,False,2013-04-18T03:00:00Z,2013-05-29T03:00:00Z,7.5,,0.82,7.4,
173.0,False,2013-03-06T03:00:00Z,sem viés,False,2013-03-07T03:00:00Z,2013-04-17T03:00:00Z,7.25,,0.8,7.16,
172.0,False,2013-01-16T02:00:00Z,sem viés,False,2013-01-17T02:00:00Z,2013-03-06T03:00:00Z,7.25,,0.9,7.12,
171.0,False,2012-11-28T02:00:00Z,sem viés,False,2012-11-29T02:00:00Z,2013-01-16T02:00:00Z,7.25,,0.91,7.14,
170.0,False,2012-10-10T03:00:00Z,sem viés,False,2012-10-11T03:00:00Z,2012-11-28T02:00:00Z,7.25,,0.88,7.14,
169.0,False,2012-08-29T03:00:00Z,sem viés,False,2012-08-30T03:00:00Z,2012-10-10T03:00:00Z,7.5,,0.82,7.39,
168.0,False,2012-07-11T03:00:00Z,sem viés,False,2012-07-12T03:00:00Z,2012-08-29T03:00:00Z,8.0,,1.06,7.89,
167.0,False,2012-05-30T03:00:00Z,sem viés,False,2012-05-31T03:00:00Z,2012-07-11T03:00:00Z,8.5,,0.93,8.39,
166.0,False,2012-04-18T03:00:00Z,sem viés,False,2012-04-19T03:00:00Z,2012-05-30T03:00:00Z,9.0,,0.99,8.9,
165.0,False,2012-03-07T03:00:00Z,sem viés,False,2012-03-08T03:00:00Z,2012-04-18T03:00:00Z,9.75,,1.07,9.65,
164.0,False,2012-01-18T02:00:00Z,sem viés,False,2012-01-19T02:00:00Z,2012-03-07T03:00:00Z,10.5,,1.3,10.4,
163.0,False,2011-11-30T02:00:00Z,sem viés,False,2011-12-01T02:00:00Z,2012-01-18T02:00:00Z,11.0,,1.45,10.9,
162.0,False,2011-10-19T02:00:00Z,sem viés,False,2011-10-20T02:00:00Z,2011-11-30T02:00:00Z,11.5,,1.21,11.4,
161.0,False,2011-08-31T03:00:00Z,sem viés,False,2011-09-01T03:00:00Z,2011-10-19T02:00:00Z,12.0,,1.48,11.9,
160.0,False,2011-07-20T03:00:00Z,sem viés,False,2011-07-21T03:00:00Z,2011-08-31T03:00:00Z,12.5,,1.4,12.42,
159.0,False,2011-06-08T03:00:00Z,sem viés,False,2011-06-09T03:00:00Z,2011-07-20T03:00:00Z,12.25,,1.33,12.17,
158.0,False,2011-04-20T03:00:00Z,sem viés,False,2011-04-21T03:00:00Z,2011-06-08T03:00:00Z,12.0,,1.49,11.92,
157.0,False,2011-03-02T03:00:00Z,sem viés,False,2011-03-03T03:00:00Z,2011-04-20T03:00:00Z,11.75,,1.46,11.67,
156.0,False,2011-01-19T02:00:00Z,sem viés,False,2011-01-20T02:00:00Z,2011-03-02T03:00:00Z,11.25,,1.27,11.17,
155.0,False,2010-12-08T02:00:00Z,sem viés,False,2010-12-09T02:00:00Z,2011-01-19T02:00:00Z,10.75,,1.21,10.66,
154.0,False,2010-10-20T02:00:00Z,sem viés,False,2010-10-21T02:00:00Z,2010-12-08T02:00:00Z,10.75,,1.34,10.66,
153.0,False,2010-09-01T03:00:00Z,sem viés,False,2010-09-02T03:00:00Z,2010-10-20T02:00:00Z,10.75,,1.34,10.66,
152.0,False,2010-07-21T03:00:00Z,sem viés,False,2010-07-22T03:00:00Z,2010-09-01T03:00:00Z,10.75,,1.21,10.66,
151.0,False,2010-06-09T03:00:00Z,sem viés,False,2010-06-10T03:00:00Z,2010-07-21T03:00:00Z,10.25,,1.16,10.16,
150.0,False,2010-04-28T03:00:00Z,sem viés,False,2010-04-29T03:00:00Z,2010-06-09T03:00:00Z,9.5,,1.04,9.4,
149.0,False,2010-03-17T03:00:00Z,sem viés,False,2010-03-18T03:00:00Z,2010-04-28T03:00:00Z,8.75,,0.93,8.65,
148.0,False,2010-01-27T02:00:00Z,sem viés,False,2010-01-28T02:00:00Z,2010-03-17T03:00:00Z,8.75,,1.09,8.65,
147.0,False,2009-12-09T02:00:00Z,sem viés,False,2009-12-10T02:00:00Z,2010-01-27T02:00:00Z,8.75,,1.09,8.65,
146.0,False,2009-10-21T02:00:00Z,sem viés,False,2009-10-22T02:00:00Z,2009-12-09T02:00:00Z,8.75,,1.13,8.65,
145.0,False,2009-09-02T03:00:00Z,sem viés,False,2009-09-03T03:00:00Z,2009-10-21T02:00:00Z,8.75,,1.09,8.65,
144.0,False,2009-07-22T03:00:00Z,sem viés,False,2009-07-23T03:00:00Z,2009-09-02T03:00:00Z,8.75,,0.99,8.65,
143.0,False,2009-06-10T03:00:00Z,sem viés,False,2009-06-11T03:00:00Z,2009-07-22T03:00:00Z,9.25,,1.01,9.16,
142.0,False,2009-04-29T03:00:00Z,sem viés,False,2009-04-30T03:00:00Z,2009-06-10T03:00:00Z,10.25,,1.12,10.16,
141.0,False,2009-03-11T03:00:00Z,sem viés,False,2009-03-12T03:00:00Z,2009-04-29T03:00:00Z,11.25,,1.4,11.16,
140.0,False,2009-01-21T02:00:00Z,sem viés,False,2009-01-22T02:00:00Z,2009-03-11T03:00:00Z,12.75,,1.57,12.66,
139.0,False,2008-12-10T02:00:00Z,sem viés,False,2008-12-11T02:00:00Z,2009-01-21T02:00:00Z,13.75,,1.43,13.66,
138.0,False,2008-10-29T02:00:00Z,sem viés,False,2008-10-30T02:00:00Z,2008-12-10T02:00:00Z,13.75,,1.53,13.65,
137.0,False,2008-09-10T03:00:00Z,sem viés,False,2008-09-11T03:00:00Z,2008-10-29T02:00:00Z,13.75,,1.79,13.66,
136.0,False,2008-07-23T03:00:00Z,sem viés,False,2008-07-24T03:00:00Z,2008-09-10T03:00:00Z,13.0,,1.7,12.92,
135.0,False,2008-06-04T03:00:00Z,sem viés,False,2008-06-05T03:00:00Z,2008-07-23T03:00:00Z,12.25,,1.61,12.17,
134.0,False,2008-04-16T03:00:00Z,sem viés,False,2008-04-17T03:00:00Z,2008-06-04T03:00:00Z,11.75,,1.41,11.63,
133.0,False,2008-03-05T03:00:00Z,sem viés,False,2008-03-06T03:00:00Z,2008-04-16T03:00:00Z,11.25,,1.23,11.18,
132.0,False,2008-01-23T02:00:00Z,sem viés,False,2008-01-24T02:00:00Z,2008-03-05T03:00:00Z,11.25,,1.18,11.18,
131.0,False,2007-12-05T02:00:00Z,sem viés,False,2007-12-06T02:00:00Z,2008-01-23T02:00:00Z,11.25,,1.4,11.18,
130.0,False,2007-10-17T03:00:00Z,sem viés,False,2007-10-18T03:00:00Z,2007-12-05T02:00:00Z,11.25,,1.4,11.18,
129.0,False,2007-09-05T03:00:00Z,sem viés,False,2007-09-06T03:00:00Z,2007-10-17T03:00:00Z,11.25,,1.18,11.18,
128.0,False,2007-07-18T03:00:00Z,sem viés,False,2007-07-19T03:00:00Z,2007-09-05T03:00:00Z,11.5,,1.51,11.43,
127.0,False,2007-06-06T03:00:00Z,sem viés,False,2007-06-07T03:00:00Z,2007-07-18T03:00:00Z,12.0,,1.31,11.93,
126.0,False,2007-04-18T03:00:00Z,sem viés,False,2007-04-19T03:00:00Z,2007-06-06T03:00:00Z,12.5,,1.59,12.43,
125.0,False,2007-03-07T03:00:00Z,sem viés,False,2007-03-08T03:00:00Z,2007-04-18T03:00:00Z,12.75,,1.38,12.68,
124.0,False,2007-01-24T02:00:00Z,sem viés,False,2007-01-25T02:00:00Z,2007-03-07T03:00:00Z,13.0,,1.36,12.93,
123.0,False,2006-11-29T02:00:00Z,sem viés,False,2006-11-30T02:00:00Z,2007-01-24T02:00:00Z,13.25,,1.89,13.19,
122.0,False,2006-10-18T02:00:00Z,sem viés,False,2006-10-19T02:00:00Z,2006-11-29T02:00:00Z,13.75,,1.43,13.67,
121.0,False,2006-08-30T03:00:00Z,sem viés,False,2006-08-31T03:00:00Z,2006-10-18T02:00:00Z,14.25,,1.75,14.17,
120.0,False,2006-07-19T03:00:00Z,sem viés,False,2006-07-20T03:00:00Z,2006-08-30T03:00:00Z,14.75,,1.64,14.67,
119.0,False,2006-05-31T03:00:00Z,sem viés,False,2006-06-01T03:00:00Z,2006-07-19T03:00:00Z,15.25,,1.92,15.18,
118.0,False,2006-04-19T03:00:00Z,sem viés,False,2006-04-20T03:00:00Z,2006-05-31T03:00:00Z,15.75,,1.63,15.7,
117.0,False,2006-03-08T03:00:00Z,sem viés,False,2006-03-09T03:00:00Z,2006-04-19T03:00:00Z,16.5,,1.77,16.5,
116.0,False,2006-01-18T02:00:00Z,sem viés,False,2006-01-19T02:00:00Z,2006-03-08T03:00:00Z,17.25,,2.11,17.26,
115.0,False,2005-12-14T02:00:00Z,sem viés,False,2005-12-15T02:00:00Z,2006-01-18T02:00:00Z,18.0,,1.66,18.0,
114.0,False,2005-11-23T02:00:00Z,sem viés,False,2005-11-24T02:00:00Z,2005-12-14T02:00:00Z,18.5,,1.01,18.49,
113.0,False,2005-10-19T02:00:00Z,sem viés,False,2005-10-20T02:00:00Z,2005-11-23T02:00:00Z,19.0,,1.6,18.98,
112.0,False,2005-09-14T03:00:00Z,sem viés,False,2005-09-15T03:00:00Z,2005-10-19T02:00:00Z,19.5,,1.71,19.48,
111.0,False,2005-08-17T03:00:00Z,sem viés,False,2005-08-18T03:00:00Z,2005-09-14T03:00:00Z,19.75,,1.37,19.74,
110.0,False,2005-07-20T03:00:00Z,sem viés,False,2005-07-21T03:00:00Z,2005-08-17T03:00:00Z,19.75,,1.44,19.75,
109.0,False,2005-06-15T03:00:00Z,sem viés,False,2005-06-16T03:00:00Z,2005-07-20T03:00:00Z,19.75,,1.8,19.73,
108.0,False,2005-05-18T03:00:00Z,sem viés,False,2005-05-19T03:00:00Z,2005-06-15T03:00:00Z,19.75,,1.37,19.75,
107.0,False,2005-04-20T03:00:00Z,sem viés,False,2005-04-22T03:00:00Z,2005-05-18T03:00:00Z,19.5,,1.35,19.51,
106.0,False,2005-03-16T03:00:00Z,sem viés,False,2005-03-17T03:00:00Z,2005-04-21T03:00:00Z,19.25,,1.69,19.24,
105.0,False,2005-02-16T03:00:00Z,sem viés,False,2005-02-17T03:00:00Z,2005-03-16T03:00:00Z,18.75,,1.37,18.75,
104.0,False,2005-01-19T02:00:00Z,sem viés,False,2005-01-20T02:00:00Z,2005-02-16T03:00:00Z,18.25,,1.2,18.25,
103.0,False,2004-12-15T02:00:00Z,sem viés,False,2004-12-16T02:00:00Z,2005-01-19T02:00:00Z,17.75,,1.63,17.74,
102.0,False,2004-11-17T02:00:00Z,sem viés,False,2004-11-18T02:00:00Z,2004-12-15T02:00:00Z,17.25,,1.27,17.23,
101.0,False,2004-10-20T02:00:00Z,sem viés,False,2004-10-21T02:00:00Z,2004-11-17T02:00:00Z,16.75,,1.11,16.74,
100.0,False,2004-09-15T03:00:00Z,sem viés,False,2004-09-16T03:00:00Z,2004-10-20T02:00:00Z,16.25,,1.44,16.23,
99.0,False,2004-08-18T03:00:00Z,sem viés,False,2004-08-19T03:00:00Z,2004-09-15T03:00:00Z,16.0,,1.12,15.9,
98.0,False,2004-07-21T03:00:00Z,sem viés,False,2004-07-22T03:00:00Z,2004-08-18T03:00:00Z,16.0,,1.17,15.83,
97.0,False,2004-06-16T03:00:00Z,sem viés,False,2004-06-17T03:00:00Z,2004-07-21T03:00:00Z,16.0,,1.46,15.79,
96.0,False,2004-05-19T03:00:00Z,sem viés,False,2004-05-20T03:00:00Z,2004-06-16T03:00:00Z,16.0,,1.11,15.79,
95.0,False,2004-04-14T03:00:00Z,sem viés,False,2004-04-15T03:00:00Z,2004-05-19T03:00:00Z,16.0,,1.41,15.8,
94.0,False,2004-03-17T03:00:00Z,sem viés,False,2004-03-18T03:00:00Z,2004-04-14T03:00:00Z,16.25,,1.13,16.09,
93.0,False,2004-02-18T03:00:00Z,sem viés,False,2004-02-19T03:00:00Z,2004-03-17T03:00:00Z,16.5,,1.08,16.28,
92.0,False,2004-01-21T02:00:00Z,sem viés,False,2004-01-22T02:00:00Z,2004-02-18T03:00:00Z,16.5,,1.21,16.3,
91.0,False,2003-12-17T02:00:00Z,sem viés,False,2003-12-18T02:00:00Z,2004-01-21T02:00:00Z,16.5,,1.39,16.32,
90.0,False,2003-11-19T02:00:00Z,sem viés,False,2003-11-20T02:00:00Z,2003-12-17T02:00:00Z,17.5,,1.28,17.32,
89.0,False,2003-10-22T02:00:00Z,sem viés,False,2003-10-23T02:00:00Z,2003-11-19T02:00:00Z,19.0,,1.38,18.84,
88.0,False,2003-09-17T03:00:00Z,sem viés,False,2003-09-18T03:00:00Z,2003-10-22T02:00:00Z,20.0,,1.81,19.84,
